,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Freq,Word2_Freq
662,wise,skillful,1,2,28.47,0.78
663,fine,skillful,1,2,598.08,0.78
664,adept,skillful,2,2,0.65,0.78
665,subtle,shrewd,2,1,6.94,1.41
666,astute,shrewd,2,1,1,1.41
667,subtle,elusive,2,3,6.94,1.41
668,silent,taciturn,2,3,23,0.16
669,silent,calm,2,1,23,89.04
670,mild,calm,1,1,4.8,89.04
671,quiet,calm,2,1,117.22,89.04
672,collected,calm,3,1,5.75,89.04
673,sparse,scattered,1,2,0.22,3.73
674,vivid,quick,2,1,2.04,108.67
675,apt,quick,1,1,1.75,108.67
676,ready,quick,2,1,387.8,108.67
677,sharp,quick,1,1,23.78,108.67
678,immediate,quick,4,1,11.2,108.67
679,hasty,quick,2,1,3.51,108.67
680,sudden,quick,2,1,33.47,108.67
681,vivid,graphic,2,2,2.04,2.33
682,vivid,spirited,2,3,2.04,1.22
683,lively,spirited,2,3,4.06,1.22
684,boisterous,loud,3,1,0.24,39.82
685,outspoken,loud,3,1,0.49,39.82
686,boisterous,noisy,3,2,0.24,5.04
687,acrobatic,athletic,4,3,0.24,3.86
688,unfinished,raw,3,1,3.51,10.18
689,new,raw,1,1,723.78,10.18
690,green,raw,1,1,72.47,10.18
691,naked,raw,2,1,39.25,10.18
692,unfinished,incomplete,3,3,3.51,2.14
693,imperfect,incomplete,3,3,0.96,2.14
694,inaccurate,incomplete,4,3,0.51,2.14
695,sorry,unhappy,2,3,1167.96,16.53
696,unlucky,unhappy,3,3,4.12,16.53
697,upset,unhappy,2,3,74.51,16.53
698,white,innocent,1,3,171.45,54.51
699,ingenuous,innocent,4,3,0.22,54.51
700,white,pure,1,1,171.45,24.92
701,mere,pure,1,1,7.86,24.92
702,unblemished,pure,3,1,0.22,24.92
703,essential,pure,3,1,4.84,24.92
704,virtuous,pure,3,1,1.73,24.92
705,virginal,pure,3,1,0.47,24.92
706,spiritual,pure,4,1,8.88,24.92
707,unmixed,pure,2,1,0.02,24.92
708,crystalline,pure,3,1,0.31,24.92
709,old,antique,1,2,608.94,6.06
710,old,abundant,1,3,608.94,0.57
711,ample,abundant,2,3,1.82,0.57
712,old,aged,1,1,608.94,3.59
713,polar,frigid,2,2,2.65,1.39
714,optimal,optimum,3,3,0.29,0.65
715,absurd,silly,2,2,9.71,57.1
716,slight,silly,1,2,10.18,57.1
717,goofy,silly,2,2,5.22,57.1
718,absurd,ludicrous,2,3,9.71,1.65
719,absurd,preposterous,2,4,9.71,3.04
720,absurd,laughable,2,3,9.71,0.51
721,comical,laughable,3,3,0.82,0.51
722,absurd,illogical,2,4,9.71,0.57
723,incorrect,illogical,3,4,2.22,0.57
724,boundless,unlimited,2,4,0.29,2.8
725,red,sanguine,1,2,148.06,0.14
726,single,unmarried,2,3,72.08,2.04
727,single,weak,2,1,72.08,31.51
728,ineffectual,weak,5,1,0.45,31.51
729,feeble,weak,2,1,1.69,31.51
730,faint,weak,1,1,9.27,31.51
731,impotent,weak,3,1,2.08,31.51
732,powerless,weak,3,1,3.76,31.51
733,invalid,weak,3,1,1.73,31.51
734,equitable,fair,4,1,0.35,94.75
735,equal,fair,2,1,13.37,94.75
736,honest,fair,2,1,72.33,94.75
737,round,fair,1,1,66.53,94.75
738,considerable,fair,5,1,4.53,94.75
739,sweet,fair,1,1,145.2,94.75
740,decent,fair,2,1,28.1,94.75
741,blonde,fair,1,1,13.92,94.75
742,objective,fair,3,1,7.04,94.75
743,clean,fair,1,1,121.24,94.75
744,impartial,fair,3,1,1,94.75
745,just,fair,1,1,4749.14,94.75
746,indifferent,unconcerned,3,3,1.14,0.31
747,new,recent,1,2,723.78,13.12
748,late,recent,1,2,269.73,13.12
749,green,recent,1,2,72.47,13.12
750,last,recent,1,2,723.1,13.12
751,modern,recent,2,2,18.24,13.12
752,latter,recent,2,2,1.25,13.12
753,new,renovated,1,4,723.78,0.47
754,new,young,1,1,723.78,243.18
755,untested,young,3,1,0.16,243.18
756,opposite,other,3,2,15.2,735.39
757,early,other,2,2,108.04,735.39
758,former,other,2,2,18.27,735.39
759,deadly,venomous,2,3,9.88,0.53
760,particular,limited,4,3,27.9,11
761,parochial,limited,4,3,0.33,11
762,particular,distinguished,4,3,27.9,6.18
763,distinct,distinguished,2,3,3.04,6.18
764,conspicuous,distinguished,4,3,1.47,6.18
765,outstanding,distinguished,3,3,7.45,6.18
766,particular,exceptional,4,4,27.9,2.92
767,particular,special,4,2,27.9,148.57
768,concrete,special,2,2,7.43,148.57
769,differential,special,4,2,0.86,148.57
770,distinguished,special,3,2,6.18,148.57
771,particular,respective,4,3,27.9,0.8
772,individual,respective,5,3,11.69,0.8
773,particular,critical,4,3,27.9,12.25
774,important,critical,3,3,207.59,12.25
775,dangerous,critical,3,3,74.84,12.25
776,particular,separate,4,3,27.9,21.71
777,alone,separate,2,3,308.53,21.71
778,ugly,deformed,2,2,42.16,1.29
779,ugly,repulsive,2,3,42.16,2.02
780,competent,qualified,3,3,2.43,8.25
781,limited,qualified,3,3,11,8.25
782,plain,bare,1,1,21.82,8.33
783,naked,bare,2,1,39.25,8.33
784,stripped,bare,1,1,3.59,8.33
785,plain,sheer,1,1,21.82,4.57
786,plain,intelligible,1,5,21.82,0.06
787,plain,open,1,2,21.82,320.41
788,honest,open,2,2,72.33,320.41
789,accessible,open,4,2,1.1,320.41
790,overt,open,2,2,0.27,320.41
791,susceptible,open,4,2,1.27,320.41
792,pregnant,open,2,2,52.02,320.41
793,level,open,2,2,51.63,320.41
794,exposed,open,2,2,10.55,320.41
795,unresolved,open,3,2,0.82,320.41
796,full,copious,1,3,166.9,0.18
797,full,complete,1,2,166.9,51.69
798,dead,complete,1,2,448.98,51.69
799,regular,complete,3,2,33.86,51.69
800,good,complete,1,2,2610.14,51.69
801,finished,complete,2,2,83.71,51.69
802,full,total,1,2,166.9,37.65
803,universal,total,4,2,5.86,37.65
804,straight,square,1,1,122.43,31.76
805,slapdash,sloppy,2,2,0.08,5.88
806,renowned,wonderful,2,3,1.31,164
807,beautiful,wonderful,3,3,279.73,164
808,astonishing,wonderful,4,3,1.71,164
809,extraordinary,wonderful,5,3,15.12,164
810,renowned,eminent,2,3,1.31,1.65
811,routine,round,2,1,19.84,66.53
812,circular,round,3,1,1.59,66.53
813,global,round,2,1,6.29,66.53
814,routine,everyday,2,3,19.84,10.88
815,mundane,everyday,2,3,0.8,10.88
816,mere,entire,1,3,7.86,79.8
817,total,entire,2,3,37.65,79.8
818,simple,entire,2,3,89.31,79.8
819,undivided,entire,4,3,0.92,79.8
820,different,distinct,3,2,209.53,3.04
821,clear,distinct,1,2,171.82,3.04
822,several,distinct,2,2,38.78,3.04
823,incompetent,inefficient,4,4,3.8,0.41
824,ineffective,inefficient,4,4,0.59,0.41
825,incompetent,unfit,4,2,3.8,1.55
826,incapable,unfit,4,2,3.39,1.55
827,accidental,casual,4,3,3,7.31
828,occasional,casual,4,3,3.9,7.31
829,everyday,casual,3,3,10.88,7.31
830,nonchalant,casual,3,3,0.37,7.31
831,,void,1,1,0.53,4.1
832,novel,modern,2,2,10.06,18.24
833,innovative,modern,4,2,1.02,18.24
834,advanced,modern,2,2,8.84,18.24
835,novel,rare,2,1,10.06,21.31
836,exquisite,rare,3,1,4.18,21.31
837,scarce,rare,1,1,1.71,21.31
838,novel,unusual,2,4,10.06,23.73
839,peculiar,unusual,3,4,7.55,23.73
840,abnormal,unusual,3,4,2.9,23.73
841,exceptional,unusual,4,4,2.92,23.73
842,dense,compact,1,2,2.12,1.69
843,dense,close,1,1,2.12,219.43
844,intimate,close,3,1,6.96,219.43
845,thick,close,1,1,13.98,219.43
846,secretive,close,3,1,1.33,219.43
847,dense,opaque,1,2,2.12,0.12
848,mysterious,incomprehensible,4,6,15,0.82
849,dark,hopeless,1,2,88.61,8.94
850,dark,sullen,1,2,88.61,0.57
851,dark,moody,1,2,88.61,2.25
852,sullen,moody,2,2,0.57,2.25
853,dark,coloured,1,2,88.61,1.57
854,short,scanty,1,2,85.63,0.02
855,short,little,1,2,85.63,1446.39
856,petty,little,2,2,8.59,1446.39
857,short,brittle,1,2,85.63,1.39
858,short,abrupt,1,2,85.63,1.14
859,sharp,abrupt,1,2,23.78,1.14
860,sudden,abrupt,2,2,33.47,1.14
861,short,insufficient,1,4,85.63,1.06
862,busy,engaged,2,2,106.53,26.02
863,busy,anxious,2,2,106.53,14.1
864,apprehensive,anxious,4,2,0.55,14.1
865,jealous,anxious,2,2,38.27,14.1
866,ardent,passionate,2,3,0.59,6
867,fiery,passionate,3,3,2.02,6
868,ardent,keen,2,1,0.59,4.47
869,sharp,keen,1,1,23.78,4.47
870,dry,keen,1,1,42.82,4.47
871,sinful,corrupt,2,2,1.71,5.31
872,wicked,corrupt,2,2,13.29,5.31
873,vicious,corrupt,2,2,8.59,5.31
874,dishonest,corrupt,3,2,2.59,5.31
875,sinister,corrupt,3,2,2.18,5.31
876,depraved,corrupt,2,2,1.27,5.31
877,sinful,ungodly,2,3,1.71,0.59
878,wicked,ungodly,2,3,13.29,0.59
879,sinful,criminal,2,3,1.71,34.47
880,illicit,criminal,3,3,0.71,34.47
881,sinful,wrong,2,1,1.71,523.1
882,mistaken,wrong,3,1,12.82,523.1
883,vital,essential,2,3,7.76,4.84
884,formal,essential,2,3,8.31,4.84
885,requisite,essential,3,3,0.37,4.84
886,crucial,essential,2,3,4.59,4.84
887,necessary,essential,4,3,45.98,4.84
888,vital,viable,2,3,7.76,2.37
889,provincial,narrow,3,2,0.92,7.02
890,hungry,poor,2,1,77.08,129.08
891,miserable,poor,4,1,21.49,129.08
892,destitute,poor,3,1,0.71,129.08
893,foul,poor,1,1,14.47,129.08
894,pitiful,poor,3,1,3.84,129.08
895,needy,poor,2,1,3.04,129.08
896,wretched,poor,2,1,3.63,129.08
897,civil,courteous,2,3,15.94,1.22
898,clever,smart,2,1,27.27,96.25
899,bright,smart,1,1,44.41,96.25
900,fresh,smart,1,1,54.51,96.25
901,clever,ingenious,2,3,27.27,2.12
902,aristocratic,blue,5,1,0.73,102.39
903,grim,blue,1,1,4.78,102.39
904,drab,blue,1,1,0.8,102.39
905,condescending,patronizing,4,4,1.29,1.1
906,senior,elderly,2,3,26.25,4.1
907,robust,forceful,2,2,0.71,0.86
908,violent,forceful,3,2,16.67,0.86
909,energetic,forceful,4,2,1.29,0.86
910,robust,muscular,2,3,0.71,1.55
911,brawny,muscular,2,3,0.18,1.55
912,comical,amusing,3,3,0.82,9.2
913,comic,amusing,2,3,10.82,9.2
914,witty,amusing,2,3,3.2,9.2
915,pleasant,amusing,2,3,21.02,9.2
916,comical,comic,3,2,0.82,10.82
917,funny,comic,2,2,218.18,10.82
918,amusing,comic,3,2,9.2,10.82
919,sentimental,romantic,4,3,7.04,35.18
920,fictional,romantic,3,3,1.39,35.18
921,lively,gay,2,1,4.06,59.08
922,lively,vigorous,2,3,4.06,0.69
923,athletic,vigorous,3,3,3.86,0.69
924,healthy,vigorous,2,3,24.75,0.69
925,lively,vivacious,2,3,4.06,0.25
926,heinous,atrocious,2,3,1.61,0.69
927,grating,harsh,2,1,0.31,7.1
928,rude,harsh,1,1,22.06,7.1
929,blunt,harsh,1,1,4.9,7.1
930,cruel,harsh,2,1,18.35,7.1
931,raspy,harsh,2,1,0.16,7.1
932,discordant,harsh,3,1,0.31,7.1
933,far,remote,1,2,220.76,13.98
934,monetary,financial,4,3,1.02,15.24
935,rude,uncivil,1,3,22.06,0.06
936,disrespectful,uncivil,4,3,2.06,0.06
937,rude,bloody,1,2,22.06,38.47
938,beautiful,bloody,3,2,279.73,38.47
939,murderous,bloody,3,2,1.82,38.47
940,equal,corresponding,2,4,13.37,0.57
941,proportional,corresponding,4,4,0.27,0.57
942,equal,uniform,2,3,13.37,24.82
943,steady,uniform,2,3,22.71,24.82
944,equal,unbiased,2,3,13.37,0.29
945,equal,indifferent,2,3,13.37,1.14
946,apathetic,indifferent,4,3,0.35,1.14
947,equal,fellow,2,2,13.37,58.57
948,equal,parallel,2,3,13.37,4.39
949,equal,equitable,2,4,13.37,0.35
950,fibrous,stringy,2,2,0.25,0.41
951,coarse,blunt,1,1,1.35,4.9
952,round,blunt,1,1,66.53,4.9
953,beautiful,delightful,3,3,279.73,9.2
954,beautiful,charming,3,2,279.73,28.12
955,delightful,charming,3,2,9.2,28.12
956,free,charming,1,2,177.53,28.12
957,captivating,charming,4,2,0.16,28.12
958,beautiful,graceful,3,2,279.73,2.31
959,delicate,graceful,3,2,9.51,2.31
960,willowy,graceful,3,2,0.06,2.31
961,beautiful,lustrous,3,2,279.73,0.29
962,beautiful,lovely,3,2,279.73,95.16
963,charming,lovely,2,2,28.12,95.16
964,beautiful,elegant,3,3,279.73,6.27
965,refined,elegant,2,3,2.02,6.27
966,high,dear,1,1,195,223.43
967,precious,dear,2,1,23.35,223.43
968,high,mellow,1,2,195,3
969,high,mighty,1,2,195,26.57
970,high,tall,1,1,195,32.33
971,improper,unlawful,3,3,1.12,0.76
972,improper,appropriate,3,4,1.12,12.88
973,convenient,appropriate,3,4,8.55,12.88
974,bright,sparkling,1,2,44.41,2
975,witty,sparkling,2,2,3.2,2
976,bright,shining,1,2,44.41,9.82
977,bright,vivid,1,2,44.41,2.04
978,intense,vivid,2,2,10.2,2.04
979,pictorial,vivid,4,2,0.2,2.04
980,bright,shiny,1,2,44.41,7.8
981,lustrous,shiny,2,2,0.29,7.8
982,bright,sunny,1,2,44.41,7.67
983,bright,luminous,1,3,44.41,0.76
984,bright,cheery,1,2,44.41,1.06
985,mild,gentle,1,2,4.8,16.55
986,merciful,gentle,3,2,3.49,16.55
987,quiet,gentle,2,2,117.22,16.55
988,docile,gentle,2,2,0.53,16.55
989,mild,kind,1,1,4.8,590.69
990,gracious,kind,2,1,7.16,590.69
991,charitable,kind,4,1,2.04,590.69
992,nice,kind,1,1,649.51,590.69
993,tolerant,kind,3,1,1.27,590.69
994,benevolent,kind,4,1,0.73,590.69
995,convinced,positive,2,3,20.8,31.63
996,conventional,positive,4,3,3.04,31.63
997,additive,positive,3,3,0.22,31.63
998,confident,positive,3,3,10.65,31.63
999,brief,summary,1,3,14.35,1.67
1000,brief,succinct,1,2,14.35,0.24
1001,compact,succinct,2,2,1.69,0.24
1002,concise,succinct,2,2,0.43,0.24
1003,brief,abstract,1,2,14.35,2.18
1004,summary,abstract,3,2,1.67,2.18
1005,grave,dangerous,1,3,26.27,74.84
1006,wicked,dangerous,2,3,13.29,74.84
1007,risky,dangerous,2,3,7.71,74.84
1008,hazardous,dangerous,3,3,1.84,74.84
1009,unsafe,dangerous,2,3,1.51,74.84
1010,grave,dignified,1,3,26.27,2.69
1011,certain,stated,2,2,85.37,3.61
1012,uninteresting,dry,4,1,0.31,42.82
1013,wry,dry,1,1,0.2,42.82
1014,arid,dry,2,1,0.31,42.82
1015,ironic,dry,3,1,6.12,42.82
1016,dull,dense,1,1,12.08,2.12
1017,dull,sleepy,1,2,12.08,8.57
1018,dull,awkward,1,2,12.08,14.31
1019,gawky,awkward,2,2,0.27,14.31
1020,untested,untried,3,2,0.16,0.24
1021,inner,intimate,2,3,9.94,6.96
1022,informal,intimate,3,3,1.69,6.96
1023,inner,internal,2,3,9.94,9.84
1024,costly,sumptuous,2,2,1.55,0.31
1025,grand,sumptuous,1,2,63.02,0.31
1026,costly,expensive,2,3,1.55,27.94
1027,dear,expensive,1,3,223.43,27.94
1028,intermediate,medial,5,3,0.45,0.41
1029,median,medial,3,3,0.39,0.41
1030,intermediate,transitional,5,4,0.45,0.45
1031,intermediate,middle,5,2,0.45,89.2
1032,center,middle,2,2,45.78,89.2
1033,mid,middle,1,2,1.25,89.2
1034,marshy,waterlogged,2,3,0.06,0.14
1035,marshy,wet,2,1,0.06,39.22
1036,tight,wet,1,1,50.92,39.22
1037,garish,bright,2,1,0.22,44.41
1038,smart,bright,1,1,96.25,44.41
1039,silver,bright,2,1,31.75,44.41
1040,gorgeous,bright,2,1,24.06,44.41
1041,brilliant,bright,2,1,35.8,44.41
1042,cloudless,bright,2,1,0.16,44.41
1043,lustrous,bright,2,1,0.29,44.41
1044,cheerful,bright,2,1,3.73,44.41
1045,serene,bright,2,1,1.24,44.41
1046,slender,slight,2,1,0.75,10.18
1047,thin,slight,1,1,20.18,10.18
1048,slender,thin,2,1,0.75,20.18
1049,rare,thin,1,1,21.31,20.18
1050,fine,thin,1,1,598.08,20.18
1051,slender,moderate,2,3,0.75,1.24
1052,temperate,moderate,2,3,0.24,1.24
1053,insecure,suspicious,3,3,4.06,15.98
1054,shy,suspicious,1,3,18.37,15.98
1055,jealous,suspicious,2,3,38.27,15.98
1056,insecure,unstable,3,3,4.06,5.1
1057,fluid,unstable,2,3,8.94,5.1
1058,close,closed,1,1,219.43,54.08
1059,close,careful,1,2,219.43,108.82
1060,deliberate,careful,4,2,2.84,108.82
1061,wary,careful,2,2,0.75,108.82
1062,diligent,careful,3,2,0.78,108.82
1063,close,faithful,1,2,219.43,9.12
1064,honest,faithful,2,2,72.33,9.12
1065,trustworthy,faithful,3,2,1.84,9.12
1066,cautious,circumspect,2,3,3.35,0.2
1067,unpleasant,distasteful,3,3,6.1,1.18
1068,wealthy,opulent,2,3,7.37,0.14
1069,luxurious,opulent,4,3,1.12,0.14
1070,evil,ill,2,1,73.16,21.27
1071,sick,ill,1,1,165.43,21.27
1072,great,commanding,1,3,820.86,6.9
1073,great,enormous,1,3,820.86,10.31
1074,large,enormous,1,3,41.45,10.31
1075,huge,enormous,1,3,48.37,10.31
1076,extraordinary,enormous,5,3,15.12,10.31
1077,colossal,enormous,3,3,1.41,10.31
1078,great,long,1,1,820.86,675.16
1079,tenacious,long,3,1,0.49,675.16
1080,side,long,1,1,200.92,675.16
1081,great,foremost,1,2,820.86,1.69
1082,first,foremost,1,2,840.57,1.69
1083,great,immense,1,2,820.86,1.61
1084,enormous,immense,3,2,10.31,1.61
1085,great,swell,1,1,820.86,20.8
1086,great,large,1,1,820.86,41.45
1087,immense,large,2,1,1.61,41.45
1088,grand,large,1,1,63.02,41.45
1089,round,large,1,1,66.53,41.45
1090,considerable,large,5,1,4.53,41.45
1091,broad,large,1,1,14.73,41.45
1092,voluminous,large,4,1,0.04,41.45
1093,roomy,large,2,1,0.39,41.45
1094,great,big,1,1,820.86,682.82
1095,gross,big,1,1,15.27,682.82
1096,mighty,big,2,1,26.57,682.82
1097,great,superior,1,4,820.86,13
1098,excellent,superior,3,4,52.71,13
1099,awake,alert,2,2,26.71,20.61
1100,quick,alert,1,2,108.67,20.61
1101,awake,conscious,2,2,26.71,6.8
1102,awake,alive,2,2,26.71,154.47
1103,quick,alive,1,2,108.67,154.47
1104,alert,alive,2,2,20.61,154.47
1105,moral,righteous,2,2,13.51,3.92
1106,virtuous,righteous,3,2,1.73,3.92
1107,moral,ethic,2,2,13.51,1.04
1108,parochial,insular,4,3,0.33,0.06
1109,isolated,insular,4,3,6.08,0.06
1110,poor,miserable,1,4,129.08,21.49
1111,worthless,miserable,2,4,9.27,21.49
1112,pathetic,miserable,3,4,24.2,21.49
1113,poor,inadequate,1,4,129.08,1.86
1114,thin,inadequate,1,4,20.18,1.86
1115,poor,unfavorable,1,5,129.08,0.27
1116,poor,indigent,1,3,129.08,0.47
1117,frigid,icy,2,2,1.39,2.65
1118,frozen,icy,2,2,15.33,2.65
1119,acceptable,comfortable,4,4,5.27,47.22
1120,prosperous,comfortable,3,4,1.25,47.22
1121,roomy,comfortable,2,4,0.39,47.22
1122,acceptable,popular,4,3,5.27,23.08
1123,immense,huge,2,1,1.61,48.37
1124,black,horrible,1,3,167.94,42.43
1125,black,bleak,1,1,167.94,1.08
1126,barren,bleak,2,1,1.47,1.08
1127,black,dim,1,1,167.94,4.76
1128,black,somber,1,2,167.94,0.31
1129,solemn,earnest,2,2,2.2,1.57
1130,serious,earnest,3,2,148.35,1.57
1131,heartfelt,earnest,2,2,1.41,1.57
1132,solemn,impressive,2,3,2.2,16.96
1133,solemn,festive,2,2,2.2,1.92
1134,circular,cyclic,3,2,1.59,0.18
1135,smart,efficient,1,3,96.25,4.96
1136,smart,wise,1,1,96.25,28.47
1137,sensible,wise,3,1,6.8,28.47
1138,liberal,independent,3,4,3.98,9.35
1139,intrepid,brave,3,1,0.61,31.71
1140,virtuous,brave,3,1,1.73,31.71
1141,gallant,brave,2,1,3.27,31.71
1142,grand,princely,1,2,63.02,0.12
1143,royal,princely,2,2,23.24,0.12
1144,grand,splendid,1,2,63.02,11.67
1145,magnificent,splendid,4,2,13.22,11.67
1146,grand,stately,1,2,63.02,0.45
1147,formal,stately,2,2,8.31,0.45
1148,grand,extensive,1,3,63.02,3.71
1149,honest,dependable,2,4,72.33,1.67
1150,good,dependable,1,4,2610.14,1.67
1151,urgent,imperative,2,4,14.86,2.49
1152,sterile,infertile,2,3,2.18,0.27
1153,sterile,unproductive,2,4,2.18,0.27
1154,willful,stubborn,2,2,0.69,10.86
1155,round,plump,1,1,66.53,1.47
1156,secret,mystic,2,2,109.51,1.45
1157,secret,privy,2,2,109.51,1.49
1158,secret,clandestine,2,3,109.51,0.88
1159,secret,confidential,2,4,109.51,6.71
1160,intimate,confidential,3,4,6.96,6.71
1161,secret,secretive,2,3,109.51,1.33
1162,persistent,tenacious,3,3,2.59,0.49
1163,skeptical,doubtful,3,2,1.47,1.63
1164,jittery,nervous,3,2,0.41,67.16
1165,jumpy,nervous,2,2,3.1,67.16
1166,aware,sensitive,2,3,35.65,22.53
1167,acute,sensitive,2,3,2.94,22.53
1168,raw,sensitive,1,3,10.18,22.53
1169,alive,sensitive,2,3,154.47,22.53
1170,quick,sensitive,1,3,108.67,22.53
1171,susceptible,sensitive,4,3,1.27,22.53
1172,aware,watchful,2,2,35.65,0.39
1173,vigilant,watchful,3,2,0.75,0.39
1174,aware,mindful,2,2,35.65,0.49
1175,insular,isolated,3,4,0.06,6.08
1176,intelligible,clear,5,1,0.06,171.82
1177,definite,clear,3,1,6.16,171.82
1178,unmistakable,clear,5,1,0.88,171.82
1179,unobstructed,clear,4,1,0.14,171.82
1180,tenacious,tough,3,1,0.49,90.51
1181,odd,curious,1,3,24.04,26.22
1182,funny,curious,2,3,218.18,26.22
1183,inquisitive,curious,4,3,1,26.22
1184,odd,left,1,1,24.04,484.45
1185,odd,whimsical,1,3,24.04,0.78
1186,eccentric,whimsical,3,3,3.51,0.78
1187,immoral,unjust,3,2,2.61,1.16
1188,wicked,unjust,2,2,13.29,1.16
1189,unequal,unjust,3,2,0.2,1.16
1190,wrong,unjust,1,2,523.1,1.16
1191,immoral,depraved,3,2,2.61,1.27
1192,immoral,obscene,3,2,2.61,3.45
1193,gross,obscene,1,2,15.27,3.45
1194,filthy,obscene,2,2,16.43,3.45
1195,indecent,obscene,3,2,1.78,3.45
1196,immoral,lewd,3,1,2.61,1.27
1197,dirty,lewd,2,1,66.45,1.27
1198,funny,peculiar,2,3,218.18,7.55
1199,special,peculiar,2,3,148.57,7.55
1200,characteristic,peculiar,5,3,1.18,7.55
1201,funny,grotesque,2,2,218.18,1.57
1202,fantastic,grotesque,3,2,39.78,1.57
1203,blunt,outspoken,1,3,4.9,0.49
1204,sufficient,able,3,2,4.76,159.9
1205,potent,able,2,2,1.49,159.9
1206,skillful,able,2,2,0.78,159.9
1207,sufficient,adequate,3,3,4.76,2.59
1208,enough,adequate,2,3,501.33,2.59
1209,sufficient,satisfactory,3,4,4.76,3
1210,sufficient,enough,3,2,4.76,501.33
1211,decent,enough,2,2,28.1,501.33
1212,thin,lightweight,1,2,20.18,1.16
1213,thin,skinny,1,2,20.18,13.98
1214,untrue,inaccurate,2,4,1.45,0.51
1215,vague,uncertain,1,3,4.53,2.37
1216,various,uncertain,3,3,8.94,2.37
1217,equivocal,uncertain,4,3,0.16,2.37
1218,questionable,uncertain,4,3,2.29,2.37
1219,problematic,uncertain,4,3,0.94,2.37
1220,vague,loose,1,1,4.53,41.78
1221,impoverished,destitute,3,3,0.57,0.71
1222,repugnant,refractory,3,4,0.76,0.06
1223,repugnant,offensive,3,3,0.76,6.41
1224,disgusting,offensive,3,3,26.61,6.41
1225,unacceptable,offensive,5,3,5.31,6.41
1226,unfortunate,unlucky,4,3,11.84,4.12
1227,unhappy,unlucky,3,3,16.53,4.12
1228,hapless,unlucky,2,3,0.39,4.12
1229,inauspicious,unlucky,4,3,0.1,4.12
1230,important,urgent,3,2,207.59,14.86
1231,important,considerable,3,5,207.59,4.53
1232,good,considerable,1,5,2610.14,4.53
1233,much,considerable,1,5,973.25,4.53
1234,important,grave,3,1,207.59,26.27
1235,dangerous,grave,3,1,74.84,26.27
1236,important,valuable,3,3,207.59,15.59
1237,worth,valuable,1,3,109.2,15.59
1238,important,esteemed,3,2,207.59,1.47
1239,aerodynamic,sleek,5,1,0.43,0.84
1240,slick,sleek,1,1,6.86,0.84
1241,cross,transverse,1,2,55.04,0.29
1242,very,TRUE,2,1,1241.25,253.35
1243,pure,TRUE,1,1,24.92,253.35
1244,reliable,TRUE,4,1,5.9,253.35
1245,rightful,TRUE,2,1,2.33,253.35
1246,silver,precious,2,2,31.75,23.35
1247,licentious,immoral,3,3,0.04,2.61
1248,unprincipled,immoral,4,3,0.31,2.61
1249,depraved,immoral,2,3,1.27,2.61
1250,impure,immoral,2,3,0.8,2.61
1251,cold,reserved,1,2,130.16,5.06
1252,cold,frozen,1,2,130.16,15.33
1253,foggy,cloudy,2,2,1.29,2.16
1254,misty,cloudy,2,2,1.57,2.16
1255,overcast,cloudy,3,2,0.47,2.16
1256,sacrosanct,inviolable,3,5,0.16,0.04
1257,graphic,graphical,2,3,2.33,0.04
1258,meticulous,painstaking,4,3,1.02,0.24
1259,meticulous,precise,4,2,1.02,5.2
1260,definite,precise,3,2,6.16,5.2
1261,bad,vicious,1,2,545.18,8.59
1262,bad,sorry,1,2,545.18,1167.96
1263,bad,dire,1,1,545.18,2.2
1264,bad,negative,1,3,545.18,25.65
1265,damaging,negative,3,3,1.59,25.65
1266,bad,wicked,1,2,545.18,13.29
1267,vicious,wicked,2,2,8.59,13.29
1268,ungodly,wicked,3,2,0.59,13.29
1269,pernicious,wicked,3,2,0.27,13.29
1270,bad,faulty,1,2,545.18,1.63
1271,inaccurate,faulty,4,2,0.51,1.63
1272,wrong,faulty,1,2,523.1,1.63
1273,adverse,contrary,2,3,0.71,8.9
1274,sick,crazy,1,2,165.43,272.27
1275,sick,twisted,1,2,165.43,10.59
1276,fond,foolish,1,2,12.33,17.51
1277,fond,loving,1,2,12.33,25
1278,tough,sturdy,1,2,90.51,1.69
1279,tough,bad,1,1,90.51,545.18
1280,miserable,bad,4,1,21.49,545.18
1281,dangerous,bad,3,1,74.84,545.18
1282,spoiled,bad,1,1,8.47,545.18
1283,merciful,compassionate,3,4,3.49,1.78
1284,sympathetic,compassionate,4,4,3.8,1.78
1285,keen,incisive,1,3,4.47,0.16
1286,keen,intelligent,1,4,4.47,13.51
1287,rational,intelligent,3,4,5.02,13.51
1288,sensible,intelligent,3,4,6.8,13.51
1289,ingenious,intelligent,3,4,2.12,13.51
1290,dead,deceased,1,2,448.98,6.29
1291,dead,inactive,1,3,448.98,0.67
1292,ineffective,unable,4,3,0.59,10.25
1293,hard,rigorous,1,3,307.84,0.84
1294,strict,rigorous,1,3,7.02,0.84
1295,hard,severe,1,2,307.84,9.41
1296,caustic,severe,2,2,0.14,9.41
1297,dangerous,severe,3,2,74.84,9.41
1298,strict,severe,1,2,7.02,9.41
1299,sore,severe,1,2,15,9.41
1300,stiff,severe,1,2,10.25,9.41
1301,ascetic,severe,3,2,0.1,9.41
1302,ancient,former,2,2,21.67,18.27
1303,early,former,2,2,108.04,18.27
1304,late,former,1,2,269.73,18.27
