,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Freq,Word2_Freq
1768,psychic,mental,2,2,,
1769,worthy,deserving,2,3,,
1773,creepy,crawly,2,2,,
1774,absurd,ludicrous,2,3,,
1776,replete,full,2,1,,
1777,conditional,contingent,4,3,,
1782,chief,leading,1,2,,
1786,strict,rigid,1,2,,
1788,vivid,brilliant,2,2,,
1789,populated,populous,4,3,,
1791,desirable,preferable,4,4,,
1792,sublime,elevated,2,4,,
1793,obscure,humble,2,2,,
1794,showy,fine,2,1,,
1800,runaway,fugitive,3,3,,
1802,passionate,intense,3,2,,
1804,astonishing,amazing,4,3,,
1806,plain,sheer,1,1,,
1809,lean,spare,1,1,,
1811,polite,civil,2,2,,
1818,adroit,clever,2,2,,
1821,uncertain,equivocal,3,4,,
1822,heavy,violent,2,3,,
1825,concrete,composite,2,3,,
1826,precise,exact,2,2,,
1829,destitute,penniless,3,3,,
1831,mediocre,average,4,3,,
1835,naked,simple,2,2,,
1836,electrostatic,static,5,2,,
1838,ceaseless,endless,2,2,,
1839,famous,excellent,2,3,,
1841,nice,accurate,1,3,,
1845,fat,thick,1,1,,
1848,green,inexperienced,1,5,,
1849,whole,undivided,1,4,,
1850,captivating,charming,4,2,,
1854,factual,actual,3,3,,
1855,spiny,prickly,2,2,,
1859,active,operative,2,4,,
1860,subtle,elusive,2,3,,
1861,prime,meridian,1,4,,
1862,rustic,unsophisticated,2,6,,
1864,childlike,childish,2,2,,
1866,rugged,robust,2,2,,
1867,unremarkable,ordinary,5,4,,
1869,destructive,devastating,3,4,,
1871,natural,aboriginal,3,5,,
1873,late,recent,1,2,,
1874,virtuous,good,3,1,,
1875,innovative,modern,4,2,,
1876,handsome,comely,2,2,,
1878,horrible,frightening,3,3,,
1879,oily,greasy,2,2,,
1880,serial,sequential,3,3,,
1882,grubby,dirty,2,2,,
1886,squat,stocky,1,2,,
1889,light,nimble,1,2,,
1890,adipose,fatty,3,2,,
1892,prosperous,comfortable,3,4,,
1894,helpful,beneficial,2,4,,
1895,noble,honorable,2,4,,
1901,murderous,bloodthirsty,3,3,,
1902,formal,ceremonial,2,5,,
1904,humid,damp,2,1,,
1905,charming,lovely,2,2,,
1906,slender,thin,2,1,,
1907,clean,fresh,1,1,,
1909,dry,wry,1,1,,
1911,national,general,3,3,,
1914,excellent,superior,3,4,,
1915,simple,uncomplicated,2,5,,
1916,insurgent,revolutionary,3,6,,
1917,introductory,initial,5,3,,
1920,plump,chubby,1,2,,
1922,ineffectual,weak,5,1,,
1926,roomy,large,2,1,,
1927,clear,acute,1,2,,
1929,happy,successful,2,3,,
1933,vindictive,spiteful,3,2,,
1937,old,original,1,4,,
1940,sound,profound,1,2,,
1941,remarkable,singular,4,3,,
1943,hot,tasty,1,2,,
1945,fresh,sweet,1,1,,
1946,pleasant,agreeable,2,4,,
1949,ardent,keen,2,1,,
1950,shameless,brazen,2,2,,
1953,high,dear,1,1,,
1957,black,bleak,1,1,,
1958,overt,open,2,2,,
1962,sophisticated,advanced,5,2,,
1971,quiet,gentle,2,2,,
1972,purple,violet,2,3,,
1973,wasteful,lavish,2,2,,
1975,superb,excellent,2,3,,
1976,secular,worldly,3,2,,
1977,scarlet,pink,2,1,,
1979,minded,disposed,2,2,,
1980,bitter,sour,2,2,,
1983,civilized,cultured,3,2,,
1984,right,lawful,1,2,,
1990,violent,sharp,3,1,,
1991,conspicuous,distinguished,4,3,,
1992,regal,royal,2,2,,
1994,vindictive,bitter,3,2,,
1997,spiritual,inner,4,2,,
2000,conventional,formal,4,2,,
2001,perfect,flawless,2,2,,
2006,wicked,unjust,2,2,,
2009,submissive,obedient,3,4,,
2010,beautiful,bloody,3,2,,
2011,unhappy,unlucky,3,3,,
2012,inaccurate,faulty,4,2,,
2017,oval,ovate,2,2,,
2021,diaphanous,transparent,4,3,,
2024,black,dim,1,1,,
2025,imperial,majestic,4,3,,
2031,prior,former,2,2,,
2032,considerable,important,5,3,,
2034,little,insignificant,2,5,,
2036,complex,detailed,2,2,,
2037,explicit,plain,3,1,,
2040,thick,fast,1,1,,
2042,early,first,2,1,,
2044,unprincipled,immoral,4,3,,
2046,pitiful,poor,3,1,,
2047,wrong,unjust,1,2,,
2049,shocked,aghast,1,2,,
2051,heroic,bold,3,1,,
2053,reflective,meditative,3,4,,
2054,easy,easygoing,2,4,,
2056,outstanding,great,3,1,,
2059,top,first,1,1,,
2064,despondent,depressed,3,2,,
2065,next,adjacent,1,3,,
2067,separate,divided,3,3,,
2077,real,authentic,1,3,,
2078,wrong,incorrect,1,3,,
2079,compassionate,tender,4,2,,
2080,unnecessary,superfluous,5,3,,
2081,light,airy,1,2,,
2082,vigorous,robust,3,2,,
2083,distinct,distinguished,2,3,,
2084,least,minimum,1,3,,
2085,equal,fair,2,1,,
2086,positive,convinced,3,2,,
2087,operational,usable,5,3,,
2088,christian,civilized,2,3,,
2090,hostile,unfriendly,2,3,,
2095,elder,senior,2,2,,
2097,pertinent,suitable,3,3,,
2098,convenient,suitable,3,3,,
2104,quadruple,double,3,2,,
2106,unacceptable,offensive,5,3,,
2108,successful,profitable,3,4,,
2109,whole,unbroken,1,3,,
2110,considerable,substantial,5,3,,
2112,broad,comprehensive,1,4,,
2113,thick,deep,1,1,,
2115,unfair,disproportionate,2,5,,
2116,white,innocent,1,3,,
2120,intense,vivid,2,2,,
2122,healthy,wholesome,2,2,,
2123,pregnant,open,2,2,,
2124,lawful,legitimate,2,4,,
2125,immutable,unalterable,4,5,,
2127,nervous,neural,2,2,,
2128,gratuitous,unnecessary,4,5,,
2131,closed,tight,1,1,,
2135,incompetent,unfit,4,2,,
2136,sufficient,satisfactory,3,4,,
2139,exposed,open,2,2,,
2143,catholic,liberal,2,3,,
2147,destructive,deadly,3,2,,
2149,apprehensive,fearful,4,2,,
2150,pale,blank,1,1,,
2151,modern,recent,2,2,,
2157,protected,secure,3,2,,
2158,dishonest,false,3,1,,
2162,mobile,fickle,2,2,,
2163,adequate,capable,3,3,,
2164,sinuous,curved,2,1,,
2166,eccentric,odd,3,1,,
2170,incorrect,erroneous,3,4,,
2172,positive,absolute,3,3,,
2174,cheerful,optimistic,2,4,,
2177,theoretical,ideal,5,2,,
2178,electric,magnetic,3,3,,
2180,naked,bare,2,1,,
2181,sharp,gritty,1,2,,
2183,bad,dire,1,1,,
2184,exquisite,rare,3,1,,
2187,modern,contemporary,2,5,,
2192,anachronistic,outdated,5,3,,
2193,legitimate,reasonable,4,4,,
2194,average,usual,3,3,,
2196,multinational,transnational,5,4,,
2197,obtuse,dull,2,1,,
2199,pathetic,miserable,3,4,,
2200,cultural,ethnical,3,3,,
2202,beneficial,good,4,1,,
2203,loud,brassy,1,2,,
2204,big,heavy,1,2,,
2209,greek,spartan,1,2,,
2210,magnificent,splendid,4,2,,
2211,joyous,lively,2,2,,
2213,dramatic,scenic,3,2,,
2215,essential,substantial,3,3,,
2223,ingenious,intelligent,3,4,,
2226,prevalent,successful,3,3,,
2230,arid,dry,2,1,,
2231,unrelated,foreign,4,2,,
2232,common,profane,2,2,,
2235,fine,exquisite,1,3,,
2237,indignant,angry,3,2,,
2239,boring,tiresome,2,3,,
2241,violet,purplish,3,2,,
2244,civilized,enlightened,3,3,,
2250,overdue,late,3,1,,
2252,potent,able,2,2,,
2254,empty,clean,2,1,,
2257,crucial,decisive,2,3,,
2258,optional,facultative,3,4,,
2260,fussy,fastidious,2,4,,
2262,precise,formal,2,2,,
2263,integral,intact,3,2,,
2265,spectacular,outstanding,4,3,,
2266,arrogant,haughty,3,2,,
2272,unlucky,unfortunate,3,4,,
2274,senseless,stupid,2,2,,
2275,poor,inadequate,1,4,,
2276,indirect,secondary,3,4,,
2279,lively,gay,2,1,,
2283,effective,efficacious,3,4,,
2284,solid,impenetrable,2,5,,
2285,fraudulent,fake,3,1,,
2288,advanced,modern,2,2,,
2290,sober,steady,2,2,,
2292,wonderful,grand,3,1,,
2298,fatal,black,2,1,,
2299,general,indefinite,3,4,,
2300,large,enormous,1,3,,
2306,nominal,titular,3,3,,
2310,preventative,prophylactic,4,4,,
2314,earnest,warm,2,1,,
2315,hale,healthy,1,2,,
2320,rigorous,strict,3,1,,
2323,delighted,pleased,3,1,,
2324,classical,hellenic,3,3,,
2327,reserved,distant,2,2,,
2329,despicable,low,4,1,,
2332,unplanned,unintentional,2,5,,
2335,deep,obscure,1,2,,
2338,hairy,haired,2,1,,
2342,great,enormous,1,3,,
2348,enough,adequate,2,3,,
2350,inseparable,individual,5,5,,
2351,free,unrestrained,1,3,,
2353,irregular,abnormal,4,3,,
2355,merciful,compassionate,3,4,,
2359,similar,homogenous,3,4,,
2361,southern,southerly,2,3,,
2362,unlawful,wrongful,3,2,,
2364,top,better,1,2,,
2365,privy,private,2,2,,
2368,infinite,perfect,3,2,,
2371,ready,apt,2,1,,
2374,worldly,mundane,2,2,,
2376,characteristic,typical,5,3,,
2378,particular,distinguished,4,3,,
2379,trustworthy,honest,3,2,,
2383,blasphemous,irreverent,3,4,,
2384,inner,internal,2,3,,
2385,second,forward,2,2,,
2386,necessary,essential,4,3,,
2387,dense,dull,1,1,,
2388,natural,legitimate,3,4,,
2390,smooth,flat,1,1,,
2391,idle,unemployed,2,3,,
2393,hidden,secret,2,2,,
2395,unjust,false,2,1,,
2397,unlike,different,2,3,,
2398,pleasant,amusing,2,3,,
2399,insecure,unstable,3,3,,
2400,alive,lively,2,2,,
2401,vigorous,powerful,3,3,,
2404,fine,subtle,1,2,,
2407,tenacious,tough,3,1,,
2410,astonishing,wonderful,4,3,,
2412,terrifying,terrific,4,3,,
2414,gratuitous,unfounded,4,3,,
2418,obsolete,dead,3,1,,
2419,respectable,honorable,4,4,,
2420,wicked,ungodly,2,3,,
2423,sharp,quick,1,1,,
2426,teeny,tiny,2,2,,
2427,concrete,special,2,2,,
2429,fleshy,fat,2,1,,
2432,commodious,spacious,4,2,,
2434,actual,genuine,3,3,,
2435,scared,frightened,1,2,,
2436,sinful,ungodly,2,3,,
2441,majestic,proud,3,1,,
2445,spacious,broad,2,1,,
2446,misty,cloudy,2,2,,
2449,impartial,fair,3,1,,
2452,worthless,useless,2,2,,
2453,hapless,unlucky,2,3,,
2454,erratic,strange,3,1,,
2455,delicate,refined,3,2,,
2456,loud,garish,1,2,,
2457,sticky,cohesive,2,3,,
2458,large,gigantic,1,3,,
2459,harmful,injurious,2,4,,
2460,individual,respective,5,3,,
2462,bent,common,1,2,,
2463,supreme,sovereign,2,2,,
2464,substantive,substantial,3,3,,
2467,dry,arid,1,2,,
2468,collegiate,academic,3,4,,
2470,thick,close,1,1,,
2471,more,increased,1,2,,
2473,black,grim,1,1,,
2475,immediate,next,4,1,,
2477,quick,sensitive,1,3,,
2478,austere,stark,2,1,,
2479,liberal,free,3,1,,
2480,rough,ragged,1,2,,
2481,lawful,constitutional,2,5,,
2483,small,diminished,1,3,,
2485,sane,healthy,1,2,,
2486,adjunct,associate,2,4,,
2487,approachable,affable,4,3,,
2488,spiritual,platonic,4,3,,
2490,determined,resolute,3,3,,
2494,acceptable,popular,4,3,,
2496,absurd,preposterous,2,4,,
2497,original,primary,4,3,,
2498,brown,tawny,1,2,,
2500,soft,subdued,1,2,,
2501,mild,kind,1,1,,
2502,tolerant,liberal,3,3,,
2505,proud,arrogant,1,3,,
2507,optional,discretionary,3,5,,
2509,important,grave,3,1,,
2510,bland,soft,1,1,,
2513,unacceptable,impossible,5,4,,
2514,hateful,mean,2,1,,
2515,secret,mysterious,2,4,,
2518,stubborn,unyielding,2,3,,
2519,affable,gracious,3,2,,
2524,real,material,1,4,,
2525,funny,peculiar,2,3,,
2528,true,unwavering,1,4,,
2535,dumb,vulgar,1,2,,
2536,grand,princely,1,2,,
2537,convenient,appropriate,3,4,,
2539,heavy,sound,2,1,,
2541,destitute,poor,3,1,,
2543,jumpy,nervous,2,2,,
2544,vivid,graphic,2,2,,
2547,masculine,male,3,1,,
2550,popular,cheap,3,1,,
2554,structural,organic,3,3,,
2557,wonderful,strange,3,1,,
2559,agreeable,pleasant,4,2,,
2560,glossy,smooth,2,1,,
2563,critical,decisive,3,3,,
2566,integral,whole,3,1,,
2569,proper,decent,2,2,,
2572,painstaking,conscientious,3,4,,
2573,various,uncertain,3,3,,
2574,true,truthful,1,2,,
2575,haphazard,unplanned,3,2,,
2578,mundane,everyday,2,3,,
2579,miserly,greedy,3,2,,
2580,lazy,sluggish,2,2,,
2587,prepared,disposed,2,2,,
2588,heroic,noble,3,2,,
2589,fastidious,difficult,4,3,,
2592,angry,black,2,1,,
2594,great,neat,1,1,,
2597,quick,lively,1,2,,
2598,classy,cool,2,1,,
2599,rude,bloody,1,2,,
2601,extraordinary,singular,5,3,,
2602,hereditary,familial,5,3,,
2604,ready,willing,2,2,,
2606,pleasant,nice,2,1,,
2607,dishonest,deceitful,3,3,,
2608,quick,alert,1,2,,
2609,bent,crooked,1,2,,
2610,pristine,original,2,4,,
2611,great,long,1,1,,
2612,gracious,nice,2,1,,
2615,dismal,dreary,2,2,,
2616,geological,geologic,5,4,,
2619,depraved,immoral,2,3,,
2621,rightful,true,2,1,,
2625,boisterous,rough,3,1,,
2630,faithful,sincere,2,2,,
2632,equal,fellow,2,2,,
2633,fresh,novel,1,2,,
2634,smooth,soft,1,1,,
2636,low,small,1,1,,
2640,righteous,holy,2,2,,
2642,everyday,casual,3,3,,
2643,stubborn,inflexible,2,4,,
2644,conventional,typical,4,3,,
2646,surprising,extraordinary,3,5,,
2648,positive,indisputable,3,5,,
2653,trivial,common,3,2,,
2657,vertical,upright,3,2,,
2658,grim,relentless,1,3,,
2659,arrogant,high,3,1,,
2660,sufficient,enough,3,2,,
2661,strong,violent,1,3,,
2662,unmixed,simple,2,2,,
2663,fortunate,happy,3,2,,
2664,normal,perpendicular,2,5,,
2666,sinful,criminal,2,3,,
2667,central,middle,2,2,,
2673,adjacent,near,3,1,,
2675,circular,perfect,3,2,,
2676,brown,mahogany,1,4,,
2678,serious,sober,3,2,,
2679,central,focal,2,2,,
2680,good,propitious,1,3,,
2681,awesome,amazing,2,3,,
2683,latter,last,2,1,,
2684,basic,introductory,2,5,,
2685,differential,special,4,2,,
2687,pure,guiltless,1,2,,
2688,profane,blasphemous,2,3,,
2690,minimum,minimal,3,3,,
2691,bad,negative,1,3,,
2692,unmixed,pure,2,1,,
2695,fearless,courageous,2,3,,
2699,tedious,boring,3,2,,
2703,great,foremost,1,2,,
2705,metaphorical,figurative,5,4,,
2707,close,careful,1,2,,
2711,mandatory,required,4,3,,
2712,rigid,inflexible,2,4,,
2716,dangerous,severe,3,2,,
2722,nationalistic,chauvinistic,5,4,,
2724,clever,ingenious,2,3,,
2726,unable,impotent,3,3,,
2729,big,handsome,1,2,,
2730,enhanced,better,2,2,,
2731,adjoining,adjacent,3,3,,
2732,athletic,vigorous,3,3,,
2733,comic,farcical,2,3,,
2735,decent,fair,2,1,,
2736,systematic,methodical,4,4,,
2737,sectional,local,3,2,,
2739,straight,square,1,1,,
2740,formal,external,2,3,,
2741,fresh,smart,1,1,,
2744,chilling,cold,2,1,,
2745,brief,succinct,1,2,,
2747,stripped,bare,1,1,,
2748,dirty,nasty,2,2,,
2750,extensive,wide,3,1,,
2751,popular,public,3,2,,
2752,apathetic,indifferent,4,3,,
2754,foul,filthy,1,2,,
2755,tall,lofty,1,2,,
2761,hot,glowing,1,2,,
2763,old,aged,1,1,,
2764,dirty,foul,2,1,,
2765,abusive,fraudulent,3,3,,
2768,arabian,arab,4,2,,
2770,outspoken,vocal,3,2,,
2774,ecumenical,general,5,3,,
2776,particular,exceptional,4,4,,
2777,productive,profitable,3,4,,
2780,wry,dry,1,1,,
2781,transnational,multinational,4,5,,
2783,juicy,luscious,2,2,,
2784,privy,secret,2,2,,
2787,extraordinary,enormous,5,3,,
2790,respectable,good,4,1,,
2793,grotesque,monstrous,2,2,,
2794,dull,boring,1,2,,
2796,rusty,dark,2,1,,
2797,horrible,awful,3,2,,
2798,prominent,outstanding,3,3,,
2801,quick,hasty,1,2,,
2802,frozen,icy,2,2,,
2804,overbearing,tyrannical,4,4,,
2806,chief,master,1,2,,
2810,active,prompt,2,1,,
2811,tragic,dramatic,2,3,,
2812,silent,calm,2,1,,
2813,frank,forthright,1,2,,
2816,dangerous,grave,3,1,,
2817,crucial,essential,2,3,,
2819,elegant,polished,3,2,,
2821,ambitious,bold,3,1,,
2823,exuberant,rich,4,1,,
2829,disabled,crippled,3,2,,
2832,pernicious,wicked,3,2,,
2833,hot,acrid,1,2,,
2836,previous,late,3,1,,
2838,strong,ardent,1,2,,
2841,geometric,geometrical,4,5,,
2844,thick,extreme,1,2,,
2845,inconvenient,embarrassing,4,4,,
2850,wealthy,opulent,2,3,,
2853,sublime,solemn,2,2,,
2857,angry,troublesome,2,3,,
2859,southern,south,2,1,,
2860,brownish,brown,2,1,,
2861,false,mistaken,1,3,,
2862,hostile,warlike,2,2,,
2863,chauvinistic,nationalistic,4,5,,
2864,cultured,refined,2,2,,
2868,solid,profound,2,2,,
2869,perpetual,eternal,4,3,,
2870,additive,positive,3,3,,
2872,subdued,soft,2,1,,
2873,enormous,immense,3,2,,
2878,robust,forceful,2,2,,
2879,crude,gross,1,1,,
2880,grand,splendid,1,2,,
2885,flat,dead,1,1,,
2887,important,valuable,3,3,,
2889,waterlogged,marshy,3,2,,
2891,angular,sharp,3,1,,
2892,compassionate,merciful,4,3,,
2894,courageous,fearless,3,2,,
2898,nice,pleasing,1,2,,
2900,adequate,sufficient,3,3,,
2903,compassionate,sympathetic,4,4,,
2907,gallant,brave,2,1,,
2908,absurd,laughable,2,3,,
2911,keen,intelligent,1,4,,
2913,natural,accustomed,3,3,,
2915,dear,expensive,1,3,,
2918,eloquent,articulate,3,4,,
2919,kind,sympathetic,1,4,,
2920,obedient,pious,4,2,,
2923,uncivilized,barbaric,4,3,,
2925,sympathetic,compassionate,4,4,,
2926,sweet,fair,1,1,,
2927,imperial,supreme,4,2,,
2928,inoffensive,harmless,4,2,,
2933,substantial,solid,3,2,,
2934,disgusting,revolting,3,3,,
2935,masculine,strong,3,1,,
2941,gawky,awkward,2,2,,
2942,irrational,unreasonable,4,4,,
2943,safe,secure,1,2,,
2945,immoral,obscene,3,2,,
2946,stark,desolate,1,3,,
2948,dangerous,critical,3,3,,
2950,civilized,cultured,3,2,,
2953,valiant,courageous,2,3,,
2956,secretive,private,3,2,,
2959,disastrous,catastrophic,3,4,,
2960,criminal,illegal,3,3,,
2961,rich,gorgeous,1,2,,
2962,grand,heroic,1,3,,
2964,average,medium,3,3,,
2965,heroic,grand,3,1,,
2969,grand,stately,1,2,,
2973,substantial,important,3,3,,
2975,evident,obvious,3,3,,
2978,outspoken,frank,3,1,,
2980,common,frequent,2,2,,
2984,venomous,toxic,3,2,,
2986,cheery,lively,2,2,,
2987,peculiar,unusual,3,4,,
2989,distinguished,celebrated,3,4,,
2992,pink,pinkish,1,2,,
2995,compact,succinct,2,2,,
2999,bare,simple,1,2,,
3000,quick,impatient,1,3,,
3001,dear,good,1,1,,
3002,last,recent,1,2,,
3003,low,light,1,1,,
3005,fertile,productive,2,3,,
3007,zany,wacky,2,2,,
3009,natural,regular,3,3,,
3010,record,low,2,1,,
3011,ready,cheerful,2,2,,
3015,high,mellow,1,2,,
3016,bad,wicked,1,2,,
3017,summary,abstract,3,2,,
3018,fleshy,succulent,2,3,,
3020,tired,weary,2,2,,
3021,familiar,common,3,2,,
3022,bright,lively,1,2,,
3023,synonymous,identical,4,4,,
3024,subordinate,inferior,4,4,,
3026,bourgeois,conservative,2,4,,
3031,unabridged,complete,3,2,,
3033,genuine,authentic,3,3,,
3036,icy,arctic,2,2,,
3040,colossal,enormous,3,3,,
3043,proportional,corresponding,4,4,,
3047,young,inexperienced,1,5,,
3048,simple,homogenous,2,4,,
3049,likely,agreeable,2,4,,
3050,soft,mild,1,1,,
3051,bleak,black,1,1,,
3052,witty,sparkling,2,2,,
3053,humble,lowly,2,2,,
3054,disrespectful,uncivil,4,3,,
3056,superficial,trivial,4,3,,
3058,brown,maroon,1,2,,
3059,religious,strict,3,1,,
3062,obsolete,obscure,3,2,,
3063,melodious,rich,4,1,,
3068,zealous,ardent,2,2,,
3070,serious,earnest,3,2,,
3072,asian,asiatic,2,4,,
3073,ornamental,fancy,4,2,,
3074,pragmatic,philosophical,3,5,,
3075,great,immense,1,2,,
3078,mysterious,secret,4,2,,
3080,easy,prosperous,2,3,,
3083,unequal,unjust,3,2,,
3084,goofy,silly,2,2,,
3085,black,mordant,1,2,,
3087,haughty,disdainful,2,3,,
3088,religious,conscientious,3,4,,
3090,feeble,weak,2,1,,
3092,popular,ordinary,3,4,,
3095,generous,magnanimous,3,4,,
3097,sore,severe,1,2,,
3099,gracious,merciful,2,3,,
3100,packed,full,1,1,,
3101,unnamed,unknown,2,2,,
3102,last,late,1,1,,
3103,elevated,sublime,4,2,,
3105,able,competent,2,3,,
3106,tight,wet,1,1,,
3107,habitual,usual,4,3,,
3109,aware,watchful,2,2,,
3111,mean,despicable,1,4,,
3114,constant,invariant,2,4,,
3116,pure,stark,1,1,,
3120,whimsical,strange,3,1,,
3121,specific,definite,3,3,,
3124,hindu,indian,2,3,,
3126,main,leading,1,2,,
3127,respective,individual,3,5,,
3128,identical,same,4,1,,
3131,boisterous,noisy,3,2,,
3132,magnificent,grand,4,1,,
3133,similar,such,3,1,,
3135,intermediate,middle,5,2,,
3136,tender,fond,2,1,,
3137,enormous,tremendous,3,3,,
3138,bright,smart,1,1,,
3139,bare,plain,1,1,,
3140,bare,barren,1,2,,
3143,bright,vivid,1,2,,
3144,shy,suspicious,1,3,,
3147,barren,sterile,2,2,,
3148,artificial,contrived,4,2,,
3149,tough,sturdy,1,2,,
3152,contiguous,adjoining,4,3,,
3160,sublime,noble,2,2,,
3161,emotional,excited,4,3,,
3162,prime,original,1,4,,
3164,personal,movable,3,3,,
3168,needless,unnecessary,2,5,,
3169,sharp,clever,1,2,,
3171,positive,certain,3,2,,
3172,jealous,suspicious,2,3,,
3173,hasty,quick,2,1,,
3174,foundational,basic,4,2,,
3175,pliable,elastic,3,3,,
3177,spoiled,bad,1,1,,
3178,disinterested,uninterested,4,4,,
3179,thoughtful,concerned,2,2,,
3180,immoral,lewd,3,1,,
3182,roomy,comfortable,2,4,,
3184,overcast,cloudy,3,2,,
3185,bottom,north,2,1,,
3186,backward,undeveloped,2,4,,
3187,tough,bad,1,1,,
3190,radical,extremist,3,3,,
3193,intense,deep,2,1,,
3194,joint,concurrent,1,3,,
3195,simple,natural,2,3,,
3196,shallow,superficial,2,4,,
3199,energetic,active,4,2,,
3201,stern,gloomy,1,2,,
3204,false,untrue,1,2,,
3205,available,present,4,2,,
3207,typical,distinctive,3,3,,
3209,audacious,bold,3,1,,
3212,renowned,eminent,2,3,,
3213,foremost,first,2,1,,
3216,south,southern,1,2,,
3218,definite,clear,3,1,,
3219,ridiculous,idiotic,4,4,,
3221,greek,ionic,1,3,,
3223,good,well,1,1,,
3224,black,negro,1,2,,
3229,slight,frail,1,1,,
3230,furious,angry,3,2,,
3231,erstwhile,former,2,2,,
3232,sinful,wrong,2,1,,
3238,trustworthy,faithful,3,2,,
3241,weak,soft,1,1,,
3242,prior,previous,2,3,,
3246,brilliant,bright,2,1,,
3247,cogent,strong,2,1,,
3250,confidential,secret,4,2,,
3251,indian,amerindian,3,5,,
3252,remote,primary,2,3,,
3254,high,mighty,1,2,,
3255,strange,uncommon,1,3,,
3259,correct,right,2,1,,
3264,czech,czechoslovakian,1,6,,
3265,blessed,happy,1,2,,
3267,popular,democratic,3,4,,
3268,official,public,3,2,,
3271,fashionable,current,4,2,,
3275,earnest,eager,2,2,,
3278,magical,mystical,3,3,,
3282,eternal,immutable,3,4,,
3283,central,nuclear,2,3,,
3284,odd,left,1,1,,
3285,nice,correct,1,2,,
3286,great,powerful,1,3,,
3287,endemic,indigenous,3,4,,
3289,stingy,miserly,2,3,,
3290,sudden,abrupt,2,2,,
3291,peculiar,odd,3,1,,
3297,healthy,vigorous,2,3,,
3299,stark,pure,1,1,,
3301,fitting,proper,2,2,,
3304,worthy,excellent,2,3,,
3307,luxurious,grand,4,1,,
3308,black,somber,1,2,,
3310,remarkable,conspicuous,4,4,,
3312,confused,disorganized,2,4,,
3313,energetic,forceful,4,2,,
3315,strong,sound,1,1,,
3316,delicate,luxurious,3,4,,
3321,second,back,2,1,,
3324,formal,exact,2,2,,
3326,magnificent,brilliant,4,2,,
3327,plain,intelligible,1,5,,
3329,argentinian,argentine,5,3,,
3330,warlike,military,2,4,,
3334,long,elongated,1,4,,
3337,elevated,grand,4,1,,
3339,negative,damaging,3,3,,
3341,important,esteemed,3,2,,
3343,unobstructed,clear,4,1,,
3344,fruitful,productive,2,3,,
3345,lone,only,1,2,,
3346,constant,determined,2,3,,
3347,pictorial,vivid,4,2,,
3348,renowned,notable,2,3,,
3350,sudden,unexpected,2,4,,
3352,sharp,abrupt,1,2,,
3353,adjoining,contiguous,3,4,,
3359,mighty,big,2,1,,
3362,respectable,proper,4,2,,
3364,awesome,awful,2,2,,
3365,refined,elegant,2,3,,
3372,unacceptable,unwelcome,5,3,,
3373,crowded,full,2,1,,
3377,sharp,sour,1,2,,
3380,median,average,3,3,,
3381,arbitrary,despotic,4,3,,
3384,due,suitable,1,3,,
3386,constant,immutable,2,4,,
3387,prospective,future,3,2,,
3388,serene,bright,2,1,,
3391,equivocal,uncertain,4,3,,
3392,banal,trite,2,1,,
3394,close,secret,1,2,,
3395,foul,poor,1,1,,
3396,transverse,cross,2,1,,
3404,bloody,gory,2,2,,
3405,pompous,arrogant,2,3,,
3406,strange,extraordinary,1,5,,
3408,last,net,1,1,,
3413,uncertain,variable,3,4,,
3421,impracticable,impossible,5,4,,
3424,pure,real,1,1,,
3430,benevolent,kind,4,1,,
3431,bountiful,generous,3,3,,
3432,intrinsic,innate,3,2,,
3434,minimal,minimum,3,3,,
3435,gallant,heroic,2,3,,
3436,generous,noble,3,2,,
3438,damp,humid,1,2,,
3441,stately,formal,2,2,,
3444,universal,total,4,2,,
3445,overbearing,insolent,4,3,,
3447,deficient,inferior,3,4,,
3448,witty,sharp,2,1,,
3449,positive,actual,3,3,,
3451,undercover,secret,4,2,,
3452,contrary,repugnant,3,3,,
3454,depraved,corrupt,2,2,,
3459,vivid,spirited,2,3,,
3461,red,crimson,1,2,,
3465,common,vulgar,2,2,,
3466,strict,severe,1,2,,
3468,manifest,visible,3,3,,
3469,great,swell,1,1,,
3475,medicinal,medical,4,3,,
3478,petty,little,2,2,,
3480,inaccurate,incomplete,4,3,,
3482,abnormal,extraordinary,3,5,,
3483,sober,serious,2,3,,
3485,worth,valuable,1,3,,
3486,wary,careful,2,2,,
3487,questionable,uncertain,4,3,,
3489,sure,permanent,1,3,,
3490,interesting,funny,3,2,,
3491,sturdy,firm,2,1,,
3494,visual,visible,3,3,,
3495,purple,imperial,2,4,,
3496,tranquil,quiet,2,2,,
3497,convenient,fit,3,1,,
3499,singular,remarkable,3,4,,
3501,notable,prominent,3,3,,
3502,accurate,nice,3,1,,
3504,lawless,unruly,2,3,,
3505,mod,modern,1,2,,
3508,cortical,external,3,3,,
3509,strong,hardy,1,2,,
3512,graceful,refined,2,2,,
3514,flat,dull,1,1,,
3516,incomplete,imperfect,3,3,,
3517,untried,untested,2,3,,
3519,lustrous,bright,2,1,,
3520,deceitful,cunning,3,2,,
3523,ironic,dry,3,1,,
3526,final,eventual,2,4,,
3529,mundane,routine,2,2,,
3531,novel,rare,2,1,,
3532,primary,original,3,4,,
3534,demonic,satanic,3,3,,
3535,sad,touching,1,2,,
3537,tragic,terrible,2,3,,
3538,liberal,broad,3,1,,
3539,coastal,littoral,2,3,,
